Transaction ID,Timestamp,Amount,Payment Method,Store Location,Customer ID,Age,Gender,Income Level,Purchase History,Product ID,Category,Price,Discount,Browsing History,Cart Abandonment Rate,Fraud Flag,High-Risk Indicator,Geolocation,Market Trend
e3541977-cdfa-44bb-b915-dead5acacc8e,2025-01-04 13:53:35,141.43,Debit Card,Store C,1eb0e6f1-ada9-406d-aff5-fc4488d94313,62,Female,Medium,"[37, 54, 64, 58, 53, 10, 46, 56, 12]",d69c3780-bd9b-4d34-bb16-78bec278feb1,Toys,68.05,39.71,"['page5', 'page3']",4,0,0,"('33.41012', '-91.06177', 'Greenville', 'US', 'America/Chicago')",Decreasing
b4e6241f-f79c-4e54-a2b9-1ee5545a161a,2025-01-06 13:17:44,402.47,Debit Card,Store C,8459dfa6-d42a-477f-a52a-0b5de441895e,38,Male,Low,"[83, 95, 29, 42, 66, 73, 62, 58]",1bc7c843-ea37-4863-bb02-220c2eef69e8,Toys,27.93,0.0,"['page5', 'page4']",2,1,1,"('41.47892', '-87.45476', 'Schererville', 'US', 'America/Chicago')",Increasing
014b0ca1-4098-4c0a-8d95-5549e17ea373,2025-01-03 00:16:27,23.43,Credit Card,Store B,ae9fcd87-8e46-47be-9bef-2fceaadb2d04,68,Female,Low,"[99, 24, 65, 15, 59, 53, 11, 40, 96]",9e31985a-a079-4518-80ad-d33fa11a013f,Electronics,24.12,15.18,"['page5', 'page1', 'page2']",2,1,0,"('46.32374', '-120.00865', 'Sunnyside', 'US', 'America/Los_Angeles')",Increasing
7cbc3ff0-0fa3-42f1-8edb-da6a6a54f1d8,2025-01-04 20:48:32,396.82,Cash,Online,60f43452-62b9-4745-bfa0-bba55b8b3954,30,Female,Low,"[64, 55, 60]",6fd2d382-1007-465c-8c0b-b5e0cfb77b58,Toys,24.07,45.79,"['page5', 'page3']",1,0,0,"('27.09978', '-82.45426', 'Venice', 'US', 'America/New_York')",Stable
43fbc2be-c32f-4ef3-bbbe-f7c531d745b6,2025-01-06 13:46:21,472.02,Credit Card,Store C,2b27e9cd-0054-4aa1-8d59-2f3965cc1b91,64,Female,High,"[32, 8, 29, 22, 42, 92, 73, 13]",5afbefbc-8c25-445d-85bb-71629ffda52f,Electronics,33.01,28.79,"['page3', 'page5']",2,1,1,"('45.53929', '-122.38731', 'Troutdale', 'US', 'America/Los_Angeles')",Stable
161c6f59-b7a3-4c38-a905-33679913943e,2025-01-04 02:45:58,78.95,Cash,Store C,5165d33a-437f-4596-b71d-2862fe20b055,32,Male,Low,"[76, 74, 30, 70]",24f6f35e-d933-4149-bf3d-04f66dca4723,Toys,4.19,0.0,['page5'],1,1,0,"('39.09112', '-94.41551', 'Independence', 'US', 'America/Chicago')",Increasing
7423b314-a004-4e31-98dd-68afbf48a071,2025-01-02 08:42:53,143.93,Credit Card,Store B,7c50bdc4-a803-4afb-9d2d-f73d9db3eb4e,43,Female,Medium,"[19, 43, 90, 9, 72, 24, 60, 2, 94, 83]",5d857322-9d33-4bdf-b7fb-b3de93e09e95,Electronics,47.14,0.0,"['page3', 'page2']",5,0,1,"('41.55815', '-73.0515', 'Waterbury', 'US', 'America/New_York')",Increasing
1190d5b0-cc40-4da7-94b0-9c776f21d194,2025-01-01 20:57:45,56.69,Credit Card,Store B,6db61fd0-00d1-454d-9d37-cc241c2d476a,36,Female,High,"[86, 6, 65, 15, 51, 27, 3, 69]",0eba8898-e447-4148-8d28-7c114eb36541,Groceries,88.44,43.26,"['page1', 'page2', 'page4']",5,0,0,"('40.93121', '-73.89875', 'Yonkers', 'US', 'America/New_York')",Stable
6b31da5f-cbbb-4016-a93e-7652a4d11f46,2025-01-06 05:21:41,383.2,Cash,Store C,0d20c038-2ac3-4eb9-a20d-8c6a4141bd74,40,Female,High,"[69, 38, 13, 3, 79, 54, 30, 32, 77]",0d401da7-defb-4ae3-9ee3-4f564a47e558,Toys,92.87,0.0,"['page2', 'page5', 'page1']",1,1,0,"('26.18924', '-98.15529', 'San Juan', 'US', 'America/Chicago')",Increasing
68de9b15-f02b-48e1-8572-b27d460ac2ff,2025-01-03 14:46:46,121.13,Debit Card,Online,4c55af5c-ee01-4e96-940c-57010f605f83,59,Male,Medium,[6],229a5f1a-058b-4807-9517-141c9b9e3095,Home,30.75,32.81,['page5'],3,1,0,"('29.84576', '-90.10674', 'Estelle', 'US', 'America/Chicago')",Decreasing
c54608fc-eac8-43fc-80f8-0547c19a6d1b,2025-01-05 15:26:55,483.23,PayPal,Store B,23646437-b9ad-4d53-9067-f714432ae75c,42,Female,High,"[71, 38, 59, 72, 32]",b5707865-0116-4b31-9d3e-c7ccffe30c13,Groceries,38.11,0.0,"['page1', 'page5']",2,1,1,"('33.98154', '-81.23621', 'Lexington', 'US', 'America/New_York')",Increasing
4edc36d8-9c5c-4bed-9e85-f59757b1d757,2025-01-01 17:54:36,74.08,PayPal,Store A,49c0ea38-fada-4688-84fa-37e398c68026,27,Male,High,"[28, 23, 98, 94]",81583606-c18c-440f-9dd5-f9342da43408,Clothing,6.32,0.0,"['page1', 'page4']",3,1,1,"('40.72371', '-73.95097', 'Greenpoint', 'US', 'America/New_York')",Stable
578cb523-e254-4df2-a874-b1ed97f4574c,2025-01-02 15:57:17,312.18,Cash,Store C,0fb55ef0-7b8d-4dc3-b7fc-01a1d09f01b0,64,Female,High,"[91, 99, 18, 53]",dbec28ec-34d4-4472-ac9d-9f146af73a60,Toys,86.74,0.0,"['page5', 'page3', 'page4']",1,1,1,"('39.78504', '-85.76942', 'Greenfield', 'US', 'America/Indiana/Indianapolis')",Stable
6d4f74c2-2ad6-4dc7-8f62-6dc51e958b6a,2025-01-05 21:20:06,172.85,Credit Card,Store A,beee1727-8cf3-43e5-abae-a419d23b6175,35,Male,High,"[34, 29, 98, 15, 90, 47, 76, 19, 38, 14]",dca61fe5-33a5-4421-89c0-2082758ca06a,Clothing,70.66,11.27,['page2'],1,0,1,"('41.84364', '-87.71255', 'South Lawndale', 'US', 'America/Chicago')",Decreasing
22020e33-63fe-40de-81a7-8d449e6038c2,2025-01-03 19:59:46,202.19,PayPal,Store B,d464e1b5-d13a-43af-8f59-da52e52da81e,39,Female,High,"[92, 91, 90, 24, 14]",7ad691b3-916f-4133-811e-c6ab81d0a331,Groceries,95.13,0.0,['page3'],3,1,1,"('32.44874', '-99.73314', 'Abilene', 'US', 'America/Chicago')",Decreasing
bd90c318-695b-4ff5-947a-76b54c9e8daa,2025-01-05 11:27:15,97.88,Credit Card,Store A,21e6ff89-a071-456d-b01f-e47932c4c8dd,42,Male,High,"[43, 66, 83, 20, 30, 74, 63]",ea66ec37-d1a3-42f7-8b9a-fdfbf682bbd3,Toys,83.43,0.0,"['page3', 'page4']",0,1,0,"('32.5007', '-94.74049', 'Longview', 'US', 'America/Chicago')",Stable
ad1fb6df-04bb-4621-8a95-9c184405750f,2025-01-05 14:28:43,462.47,Debit Card,Store A,a76484d8-d97e-411e-88bf-8e37ab03bd7b,57,Female,Low,"[82, 32]",5e2dc4fc-9851-46ad-979b-26793882c95a,Toys,67.33,0.0,"['page5', 'page4', 'page3']",3,0,0,"('47.4943', '-122.24092', 'Bryn Mawr-Skyway', 'US', 'America/Los_Angeles')",Stable
6080b30f-d0d0-4306-abc8-fda641414f2e,2025-01-05 16:02:02,496.01,PayPal,Online,95bcb46d-609f-4a35-9ef1-a52e15fe9b5f,46,Female,High,"[11, 98]",eb8e7c2d-e78a-4e5e-909f-dee2845913cb,Electronics,65.49,0.0,"['page5', 'page3']",0,1,1,"('32.5007', '-94.74049', 'Longview', 'US', 'America/Chicago')",Stable
35c6c4ab-ef2e-4032-ba4b-94e0eb6acb5d,2025-01-02 05:20:18,68.57,Debit Card,Store B,aa9af203-4c8a-4724-888e-b553794cab9d,23,Female,Low,"[34, 24, 99, 90, 44]",64c9d6a3-222f-4022-b17d-125371fa0df6,Groceries,37.94,0.0,"['page4', 'page2', 'page3']",0,1,1,"('41.57721', '-93.71133', 'West Des Moines', 'US', 'America/Chicago')",Increasing
4ac93c0d-3094-4ccc-8046-dda181296e93,2025-01-02 13:42:10,384.11,Cash,Store A,5d725a80-6d55-4741-b79b-6f3790a9ba80,32,Female,Low,"[39, 20]",c7c362ca-c60f-4af6-8e34-e6c48d5f595b,Toys,11.96,11.33,"['page5', 'page4', 'page3']",5,0,0,"('27.09978', '-82.45426', 'Venice', 'US', 'America/New_York')",Decreasing
26486965-e9a9-46d3-ae18-503f43d481cd,2025-01-02 19:54:16,395.24,Debit Card,Store A,3ff8f3d8-d668-46a4-8cc0-7e6e1236fced,21,Female,High,[100],f10373df-2337-43c9-b1f8-81b4be1c259d,Toys,87.86,25.88,"['page4', 'page3', 'page1']",1,1,1,"('26.2173', '-80.22588', 'North Lauderdale', 'US', 'America/New_York')",Decreasing
33c9dd47-9287-4d8e-a838-8656c3d56275,2025-01-04 01:53:57,257.42,PayPal,Store C,cf33e9e4-acac-4ff7-9545-b0333fc6ad5d,38,Male,Medium,"[80, 32, 21, 61, 78, 92, 39, 36]",a349daf9-6d9e-487a-b9ad-4d8e75be0aea,Groceries,61.57,34.33,"['page1', 'page2', 'page4']",5,0,1,"('20.88953', '-156.47432', 'Kahului', 'US', 'Pacific/Honolulu')",Increasing
cefaa8bd-9708-4c11-b936-e406dc3e8eeb,2025-01-01 07:27:37,474.45,Cash,Online,ab51053d-f442-4e2d-ba97-c7888bbdefb3,26,Female,Medium,"[86, 91, 6, 60, 20, 89, 50, 42, 78]",348cdbb2-bde4-4fd4-a851-f9727d2aaf2c,Electronics,52.53,24.36,['page4'],0,0,0,"('28.15112', '-82.46148', 'Lutz', 'US', 'America/New_York')",Decreasing
efe70e89-875e-4cfb-8097-417cf0547367,2025-01-01 17:29:11,494.67,Debit Card,Online,3c89eabb-c9b3-4d4b-9d00-1c0f2d668db9,31,Male,Medium,"[15, 82, 85, 70, 26, 71, 100, 94, 68, 20]",aaa1c846-1185-451e-a0ec-44087b037df0,Clothing,99.24,29.91,"['page5', 'page3', 'page1']",5,1,1,"('47.76232', '-122.2054', 'Bothell', 'US', 'America/Los_Angeles')",Increasing
bc1ea968-4a9c-48b7-af9b-1cd1701bae1c,2025-01-06 11:46:48,12.39,Debit Card,Store A,4d59d748-0a48-46c5-8877-8475603f25d9,32,Male,Low,"[19, 54, 34, 47, 46]",039fc37b-0ed7-482a-b074-e409b0419bde,Electronics,12.29,9.48,['page3'],0,0,1,"('41.14676', '-73.49484', 'New Canaan', 'US', 'America/New_York')",Increasing
731c7f98-76a1-4eea-9588-2df17bc52d62,2025-01-04 18:39:13,127.93,Cash,Store A,bd2bcccf-c106-4d72-bbb0-e03801de6c82,32,Female,High,"[4, 79, 50, 78, 74, 45]",c266302d-6088-4878-9f45-fa9742046da5,Electronics,92.46,6.04,"['page5', 'page4', 'page1']",3,1,0,"('34.95303', '-120.43572', 'Santa Maria', 'US', 'America/Los_Angeles')",Stable
328ad897-1989-4365-a7ff-e616f8c93a45,2025-01-03 06:31:31,262.78,Cash,Store B,56cf9683-b5b7-4190-ae89-fcbcdd5fcd00,24,Male,High,"[68, 54, 99, 6, 39]",3021e678-12cf-4683-b2ee-7d5ab638e5da,Electronics,70.25,0.0,['page1'],1,1,0,"('41.6764', '-91.58045', 'Coralville', 'US', 'America/Chicago')",Decreasing
d12bc99d-607a-4e6c-b807-28ff2a462364,2025-01-06 09:09:56,436.41,Cash,Store B,d383c08a-3d06-4a2f-8957-2d7eae19d15d,41,Male,Low,"[68, 94, 1, 4, 51, 22, 93, 28, 8]",56a6eee1-bda3-41ce-9f23-702a75e35488,Toys,52.59,0.0,"['page1', 'page4', 'page5']",4,0,0,"('42.52787', '-70.92866', 'Peabody', 'US', 'America/New_York')",Decreasing
d45b9592-c630-404f-880d-d79a97c60c2d,2025-01-02 20:40:33,50.38,Debit Card,Store B,11a4cb56-15c8-4e0b-a327-41cc6a9ee26c,36,Female,High,"[50, 48, 76, 22, 44]",14af50bd-ebfe-4122-b8ad-f492299dcb18,Home,21.14,40.19,['page3'],5,1,0,"('43.91452', '-69.96533', 'Brunswick', 'US', 'America/New_York')",Increasing
70b55097-90a9-443f-adef-0ea2afcd5345,2025-01-03 16:36:32,291.72,PayPal,Store B,98b8a3f4-c615-4030-ba22-43edc6aa6978,57,Male,Low,"[13, 22, 11, 55, 50, 71, 74, 81]",636abb31-a0db-4109-9b14-7c4b35fc0728,Electronics,1.34,0.0,"['page4', 'page5']",3,1,0,"('30.16688', '-96.39774', 'Brenham', 'US', 'America/Chicago')",Increasing
b152a85d-3feb-4697-91c1-f2944d7fcf4d,2025-01-03 11:49:52,106.23,Debit Card,Store A,b249d830-2277-4364-bb06-1151b02e9ccf,51,Male,High,"[90, 60, 89, 8, 40, 3]",8bd3deb0-d489-4781-9d8a-7f6f9b7d8ed9,Electronics,33.97,0.0,"['page5', 'page4', 'page3']",3,1,1,"('34.06635', '-84.67837', 'Acworth', 'US', 'America/New_York')",Decreasing
70ec299e-1db4-4559-8395-3184249a3dec,2025-01-06 13:19:05,285.28,PayPal,Store A,3e25da4f-b326-45b9-977f-5a47f5ef7f23,25,Female,Low,"[22, 68, 70, 89, 100, 93, 88, 27, 82, 21]",730b58e4-8526-41eb-b42e-8c3f28340e33,Groceries,65.22,0.0,['page5'],5,0,0,"('32.5007', '-94.74049', 'Longview', 'US', 'America/Chicago')",Increasing
12799104-c1fc-4599-bbce-be96c32ec41a,2025-01-06 05:01:58,419.2,PayPal,Store A,03e93c04-d461-44d7-993c-587acf2f9ed8,31,Male,Low,"[79, 90]",647e7df9-b76f-4f15-b32d-e7b8926e734c,Groceries,50.93,43.85,['page2'],0,0,1,"('33.76446', '-117.79394', 'North Tustin', 'US', 'America/Los_Angeles')",Stable
25b132af-2fc9-4e06-bd9b-8311c4818904,2025-01-05 18:39:47,35.61,Cash,Store A,fb10d192-84e3-4047-a14b-74666362d1e3,20,Female,High,"[70, 65, 13, 94, 23, 72, 66, 86, 87, 75]",ad46dcc3-8765-4b2e-9063-f1c1ae619d30,Home,8.77,9.75,['page2'],5,1,1,"('41.14676', '-73.49484', 'New Canaan', 'US', 'America/New_York')",Increasing
54927c46-8a64-462f-9527-e168e9ca4e2c,2025-01-05 16:11:37,365.56,PayPal,Store A,f046c9cf-0d0d-4090-8410-62ddae0e3a62,59,Female,Medium,"[43, 83, 28, 78, 80, 61]",c10e9f09-ce3a-4614-ae34-d32d874d55ed,Toys,51.13,0.0,['page3'],5,0,0,"('41.0051', '-73.78458', 'Scarsdale', 'US', 'America/New_York')",Decreasing
23a92464-6217-426a-bd1b-fe5913e37d92,2025-01-05 01:12:05,157.47,Credit Card,Online,ee55fe59-0067-4209-9f2b-6578fca17e6d,61,Male,Medium,"[93, 42, 15, 34, 89, 86, 81]",da6d9fc5-7074-4414-a16b-b959334377de,Clothing,36.78,17.19,"['page2', 'page4']",1,1,1,"('29.65163', '-82.32483', 'Gainesville', 'US', 'America/New_York')",Increasing
278836e2-d578-41ba-80a7-904c05ab2ca0,2025-01-06 04:42:25,251.2,Credit Card,Store C,a8992b8d-88cf-4564-8de8-8b96ce5f94f3,25,Male,Low,"[67, 86, 80, 87, 90, 27]",2d715ac7-2ddb-4846-bc72-f0031094111f,Electronics,31.95,45.44,['page2'],1,0,0,"('47.38093', '-122.23484', 'Kent', 'US', 'America/Los_Angeles')",Decreasing
47104e0d-a9db-4702-9643-d85ee4bfc71d,2025-01-03 23:04:04,307.82,Debit Card,Store C,52b2654a-b2ed-40fc-9e19-16fb564bf467,48,Male,Low,"[4, 62, 47, 10, 36, 30, 57, 24, 97]",23aaa62b-0a34-4fb5-8d69-bb15c00d53b4,Toys,90.73,0.0,['page5'],4,0,1,"('44.73941', '-93.12577', 'Rosemount', 'US', 'America/Chicago')",Decreasing
69ef49fb-ec7e-496c-af06-12db06e77de8,2025-01-01 21:08:03,67.22,Credit Card,Online,89491ce7-1771-4d99-9bdd-3beb5071e4ae,50,Male,Low,"[41, 28]",290929ab-3ae6-4985-b226-71ed2a40239a,Electronics,63.08,0.0,['page1'],3,0,1,"('40.68066', '-73.47429', 'Massapequa', 'US', 'America/New_York')",Decreasing
41a6fac6-98b7-45e4-a2b3-55f22fd2a402,2025-01-02 03:42:33,170.32,Credit Card,Store C,0c85cd23-f9be-482b-967a-752cd704e160,42,Male,High,[9],3b2e7bfa-e4fb-41b0-be9a-8f8250509f40,Clothing,98.58,0.0,"['page5', 'page4']",4,1,1,"('41.54566', '-71.29144', 'Middletown', 'US', 'America/New_York')",Decreasing
4e3926c2-1c0f-46df-9050-6ac0c55f246a,2025-01-06 15:32:16,12.21,Cash,Store B,b2072d95-6925-4e43-b8ca-de5116cb36ba,42,Male,High,"[3, 6, 100, 9, 44, 39, 22]",43d6fcae-802c-4934-a086-fddb2966c384,Electronics,28.77,0.0,"['page1', 'page3']",2,1,1,"('47.64995', '-117.23991', 'Opportunity', 'US', 'America/Los_Angeles')",Stable
110f6506-6201-44ee-9909-375fcead0c2d,2025-01-04 09:09:30,497.84,Debit Card,Store C,394d4346-cbf4-4822-8726-d1762798f059,42,Male,Low,"[13, 70, 43, 97, 11, 63, 69, 92]",6d8e77a5-c31c-41da-a9d6-eb52373a1e18,Groceries,22.53,22.88,['page1'],0,0,0,"('38.91817', '-78.19444', 'Front Royal', 'US', 'America/New_York')",Decreasing
2b75541b-03f0-4bc5-a502-ed6dd78b1b15,2025-01-03 05:39:42,464.64,PayPal,Store C,eb7d8e37-42b8-4327-b023-b49460d45d28,21,Female,Low,"[94, 93, 17, 73, 63, 49, 28]",8d858f35-e948-4452-b6c8-f098c4e34fcb,Clothing,96.16,22.07,"['page4', 'page3', 'page1']",0,0,0,"('42.55308', '-87.93341', 'Pleasant Prairie', 'US', 'America/Chicago')",Stable
4ea20f32-3626-4d98-91f4-0b3a76e447ad,2025-01-05 08:50:18,200.7,Cash,Store C,97e26ffd-d98f-4579-8700-82a5f0548650,43,Female,High,[77],ed07ae94-db40-44e2-9139-b4b11165cb3a,Clothing,1.97,36.2,['page2'],1,1,0,"('43.54072', '-116.56346', 'Nampa', 'US', 'America/Boise')",Increasing
f4cdc90c-29e6-4b4a-913b-41819fa315a8,2025-01-01 22:12:33,240.96,Debit Card,Online,badbd8d9-b6f2-4511-a634-2ebe0d00437a,29,Female,Medium,[16],0bfc424e-64bd-48f4-b5bc-11ea34c45912,Clothing,16.66,38.77,['page1'],1,1,0,"('46.09273', '-88.64235', 'Iron River', 'US', 'America/Menominee')",Stable
1cbec950-1684-4b78-8eca-7eba62394f68,2025-01-05 05:09:14,309.14,Credit Card,Online,38164291-4708-4459-a8e1-0aa5de3db6cc,56,Male,Low,"[74, 46]",7a169645-97f1-4830-8fea-1a215862ad79,Home,45.86,0.0,['page4'],2,1,0,"('33.93113', '-117.54866', 'Norco', 'US', 'America/Los_Angeles')",Stable
9ef3e27e-a9cd-4ea2-aca6-1ee24b215a6e,2025-01-05 02:39:27,107.8,Credit Card,Store C,e00ed5d6-8673-4279-bd1e-c133f33bbb32,28,Male,Low,"[89, 87]",08a1fa0c-1ab3-47d0-b6ac-68e0c785a633,Clothing,5.42,10.44,"['page4', 'page2']",2,0,1,"('33.95015', '-118.03917', 'South Whittier', 'US', 'America/Los_Angeles')",Decreasing
f66955a1-c5ce-42e9-9c28-e89a74d6818b,2025-01-03 02:19:48,71.96,PayPal,Store C,2a08c95d-a973-40c1-b5fd-a8d4795f1627,69,Male,Low,"[91, 27]",d3d2d063-291f-4fd0-9f38-69cbc31116b0,Home,71.59,19.35,"['page2', 'page1']",3,1,0,"('39.72943', '-104.83192', 'Aurora', 'US', 'America/Denver')",Decreasing
526d2d94-b478-4544-bab1-7d6760011755,2025-01-02 03:29:12,409.95,Debit Card,Online,1ca312cc-fabd-404d-b73e-2d805db5e425,65,Male,Low,"[87, 20]",ae14a8b2-f294-45e1-98f6-eb4581e29b24,Toys,91.16,0.0,"['page1', 'page4', 'page3']",1,1,1,"('40.57788', '-73.95958', 'Brighton Beach', 'US', 'America/New_York')",Increasing
9a1ca0c4-e504-4322-86a2-eae669f7d045,2025-01-04 12:05:14,273.51,Credit Card,Store A,9320ecde-a398-41de-9442-5ff87c20278e,45,Male,Low,[74],84f6d479-12bb-4424-bd7f-b452b47327c8,Toys,46.23,17.02,"['page3', 'page5', 'page1']",3,1,1,"('41.6764', '-91.58045', 'Coralville', 'US', 'America/Chicago')",Decreasing
364a8a9c-0704-474b-b08f-3f679c66d914,2025-01-02 01:20:16,153.31,Debit Card,Store A,84dc13c8-4760-404d-9502-841e59ece492,25,Female,High,"[9, 43, 14, 52, 53, 97, 12]",72d4e891-ca15-4214-824a-f8119b2f0aaf,Groceries,49.78,0.0,"['page5', 'page3', 'page4']",5,1,0,"('33.76446', '-117.79394', 'North Tustin', 'US', 'America/Los_Angeles')",Stable
9aad315d-7f7c-463f-b6fa-d7d626e3cc93,2025-01-06 10:18:32,356.14,Cash,Online,81aaa5ff-10cf-41f4-9a6a-e3ef0ccb892a,52,Male,Low,[7],6a18f1a7-6ed2-4d58-8a7b-00a30e6d3bd0,Electronics,36.6,47.79,"['page1', 'page5', 'page3']",2,1,1,"('42.52787', '-70.92866', 'Peabody', 'US', 'America/New_York')",Stable
e8a90237-1458-4e8b-bc35-ab6ef4cae60d,2025-01-01 18:14:26,187.24,Cash,Store C,e21bdae5-fe6d-4f30-8a56-1164a6a97ae7,38,Female,Low,"[54, 92, 86, 38, 51]",1a43c23a-f0dd-46a0-913f-a54e8a56d0b0,Electronics,18.57,12.49,"['page1', 'page5', 'page4']",1,1,0,"('35.74788', '-95.36969', 'Muskogee', 'US', 'America/Chicago')",Increasing
15a2e869-6df6-48ba-84e9-e322faec5c9e,2025-01-06 07:52:50,104.88,PayPal,Store A,ddabc26a-60c0-4110-8f27-9f71ce3e07ed,43,Male,Low,"[81, 62, 55, 73, 4, 79, 69]",7c1562f5-f791-4f6b-b681-046642683fe0,Electronics,70.37,48.68,"['page4', 'page3']",1,1,0,"('39.32288', '-76.72803', 'Woodlawn', 'US', 'America/New_York')",Decreasing
35304234-385b-4645-a955-2f2981365272,2025-01-04 07:17:41,199.9,Debit Card,Store B,6b4e4ef7-1b0e-4a59-a9a2-1d1d7ee738dc,54,Male,High,"[16, 50, 89, 36, 8, 52, 72, 31, 39]",914306a6-58c1-43ad-89e4-730fe3eed1f4,Toys,31.27,0.0,"['page1', 'page5', 'page4']",0,1,1,"('27.09978', '-82.45426', 'Venice', 'US', 'America/New_York')",Decreasing
dbf05317-cd6d-4579-b790-4100a264006a,2025-01-06 08:15:07,44.89,Cash,Store A,95ff1fce-21e1-4bd2-b99c-7c3bcc8de717,50,Male,High,"[65, 64, 66, 7, 63, 21, 39, 98, 37, 56]",5f8dafaf-149f-4c2c-b6a0-10452a38bbd1,Toys,9.33,6.21,"['page3', 'page5', 'page4']",3,0,0,"('34.77453', '-96.67834', 'Ada', 'US', 'America/Chicago')",Increasing
d118e707-a6bf-4ce9-a0d9-3efae1836943,2025-01-02 22:45:45,180.0,Cash,Online,b5644e3e-1b33-42c2-9af1-36a74d57031e,59,Female,High,"[50, 57, 33, 26, 20]",dab8f503-5ea6-408f-b3de-cc2d67be869e,Groceries,35.56,31.97,"['page5', 'page1', 'page2']",2,0,0,"('39.09112', '-94.41551', 'Independence', 'US', 'America/Chicago')",Increasing
